,S1,S3,S4,S5,S9,S17,S18,S31,S32,S37,S38,S41,S43,S44,S48,S49
Global battery demand,380000,791000,380000,635000,791000,791000,563000,563000,1570000,563000,2600000,1570000,563000,791000,206000,1570000
